,id,Nome da Instituicao,Nome do Curso de Graduacao,Codigo do Município do Curso,Modalidade de Ensino,Ano de Referencia,Quantidade de Ingressantes no Curso,Quantidade de Permanencia no Curso no ano de referencia,Quantidade de Concluintes no Curso no ano de referencia,Quantidade de Desistencia no Curso no ano de referencia,Quantidade de Falecimentos no Curso no ano de referencia,Taxa de Permanencia – TAP,Taxa de Conclusao Acumulada - TCA,Taxa de Desistencia Acumulada - TDA,Taxa de Conclusao Anual - TCAN,Taxa de Desistencia Anual - TADA,Nome do Município
8463,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,CONSTRUÇÃO CIVIL - MOVIMENTO DE TERRA E PAVIMENTAÇÃO,3550308,Presencial,2020,70,28,7,2,0,40,"15,7","44,3",10,"2,9",São Paulo
8464,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,CONSTRUÇÃO CIVIL - MOVIMENTO DE TERRA E PAVIMENTAÇÃO,3550308,Presencial,2021,70,14,12,2,0,20,"32,9","47,1","17,1","2,9",São Paulo
8465,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MECÂNICA - MODALIDADE PROCESSOS DE PRODUÇÃO,3550308,Presencial,2017,225,225,0,0,0,100,0,0,0,0,São Paulo
8466,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MECÂNICA - MODALIDADE PROCESSOS DE PRODUÇÃO,3550308,Presencial,2018,225,162,18,45,0,72,8,20,8,20,São Paulo
8467,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MECÂNICA - MODALIDADE PROCESSOS DE PRODUÇÃO,3550308,Presencial,2019,225,123,1,38,0,"54,7","8,4","36,9","0,4","16,9",São Paulo
8468,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MECÂNICA - MODALIDADE PROCESSOS DE PRODUÇÃO,3550308,Presencial,2020,225,107,13,3,0,"47,6","14,2","38,2","5,8","1,3",São Paulo
8469,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MECÂNICA - MODALIDADE PROCESSOS DE PRODUÇÃO,3550308,Presencial,2021,225,81,23,3,0,36,"24,4","39,6","10,2","1,3",São Paulo
8470,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,SOLDAGEM,3550308,Presencial,2017,69,69,0,0,0,100,0,0,0,0,São Paulo
8471,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,SOLDAGEM,3550308,Presencial,2018,69,52,1,16,0,"75,4","1,4","23,2","1,4","23,2",São Paulo
8472,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,SOLDAGEM,3550308,Presencial,2019,69,35,2,15,0,"50,7","4,3","44,9","2,9","21,7",São Paulo
8473,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,SOLDAGEM,3550308,Presencial,2020,69,35,0,0,0,"50,7","4,3","44,9",0,0,São Paulo
8474,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,SOLDAGEM,3550308,Presencial,2021,69,33,1,1,0,"47,8","5,8","46,4","1,4","1,4",São Paulo
8475,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,HIDRÁULICA E SANEAMENTO AMBIENTAL,3550308,Presencial,2017,119,119,0,0,0,100,0,0,0,0,São Paulo
8476,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,HIDRÁULICA E SANEAMENTO AMBIENTAL,3550308,Presencial,2018,119,93,0,26,0,"78,2",0,"21,8",0,"21,8",São Paulo
8477,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,HIDRÁULICA E SANEAMENTO AMBIENTAL,3550308,Presencial,2019,119,70,0,23,0,"58,8",0,"41,2",0,"19,3",São Paulo
8478,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,HIDRÁULICA E SANEAMENTO AMBIENTAL,3550308,Presencial,2020,119,66,2,2,0,"55,5","1,7","42,9","1,7","1,7",São Paulo
8479,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,HIDRÁULICA E SANEAMENTO AMBIENTAL,3550308,Presencial,2021,119,57,6,3,0,"47,9","6,7","45,4",5,"2,5",São Paulo
8480,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MATERIAIS,3550308,Presencial,2017,56,56,0,0,0,100,0,0,0,0,São Paulo
8481,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MATERIAIS,3550308,Presencial,2018,56,35,0,21,0,"62,5",0,"37,5",0,"37,5",São Paulo
8482,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MATERIAIS,3550308,Presencial,2019,56,21,1,13,0,"37,5","1,8","60,7","1,8","23,2",São Paulo
8483,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MATERIAIS,3550308,Presencial,2020,56,10,10,1,0,"17,9","19,6","62,5","17,9","1,8",São Paulo
8484,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,MATERIAIS,3550308,Presencial,2021,56,8,1,1,0,"14,3","21,4","64,3","1,8","1,8",São Paulo
8500,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,ELETRÔNICA INDUSTRIAL,3550308,Presencial,2017,64,64,0,0,0,100,0,0,0,0,São Paulo
8501,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,ELETRÔNICA INDUSTRIAL,3550308,Presencial,2018,64,52,4,8,0,"81,3","6,3","12,5","6,3","12,5",São Paulo
8502,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,ELETRÔNICA INDUSTRIAL,3550308,Presencial,2019,64,39,2,11,0,"60,9","9,4","29,7","3,1","17,2",São Paulo
8503,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,ELETRÔNICA INDUSTRIAL,3550308,Presencial,2020,64,25,13,1,0,"39,1","29,7","31,3","20,3","1,6",São Paulo
8504,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,ELETRÔNICA INDUSTRIAL,3550308,Presencial,2021,64,21,3,1,0,"32,8","34,4","32,8","4,7","1,6",São Paulo
8505,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,INSTALAÇÕES ELÉTRICAS,3550308,Presencial,2017,63,63,0,0,0,100,0,0,0,0,São Paulo
8506,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,INSTALAÇÕES ELÉTRICAS,3550308,Presencial,2018,63,35,0,28,0,"55,6",0,"44,4",0,"44,4",São Paulo
8507,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,INSTALAÇÕES ELÉTRICAS,3550308,Presencial,2019,63,27,0,8,0,"42,9",0,"57,1",0,"12,7",São Paulo
8508,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,INSTALAÇÕES ELÉTRICAS,3550308,Presencial,2020,63,20,6,1,0,"31,7","9,5","58,7","9,5","1,6",São Paulo
8509,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,INSTALAÇÕES ELÉTRICAS,3550308,Presencial,2021,63,15,2,3,0,"23,8","12,7","63,5","3,2","4,8",São Paulo
8515,35,FACULDADE DE TECNOLOGIA DE AMERICANA,PRODUÇÃO TÊXTIL,3501608,Presencial,2017,92,68,1,23,0,"73,9","1,1",25,"1,1",25,Americana
8516,35,FACULDADE DE TECNOLOGIA DE AMERICANA,PRODUÇÃO TÊXTIL,3501608,Presencial,2018,92,59,2,7,0,"64,1","3,3","32,6","2,2","7,6",Americana
8517,35,FACULDADE DE TECNOLOGIA DE AMERICANA,PRODUÇÃO TÊXTIL,3501608,Presencial,2019,92,35,3,21,0,38,"6,5","55,4","3,3","22,8",Americana
8518,35,FACULDADE DE TECNOLOGIA DE AMERICANA,PRODUÇÃO TÊXTIL,3501608,Presencial,2020,92,12,16,7,0,13,"23,9",63,"17,4","7,6",Americana
8519,35,FACULDADE DE TECNOLOGIA DE AMERICANA,PRODUÇÃO TÊXTIL,3501608,Presencial,2021,92,9,3,0,0,"9,8","27,2",63,"3,3",0,Americana
8540,35,FACULDADE DE TECNOLOGIA DE AMERICANA,TêXTIL E MODA,3501608,Presencial,2017,84,67,0,17,0,"79,8",0,"20,2",0,"20,2",Americana
8541,35,FACULDADE DE TECNOLOGIA DE AMERICANA,TêXTIL E MODA,3501608,Presencial,2018,84,59,0,8,0,"70,2",0,"29,8",0,"9,5",Americana
8542,35,FACULDADE DE TECNOLOGIA DE AMERICANA,TêXTIL E MODA,3501608,Presencial,2019,84,25,16,18,0,"29,8",19,"51,2",19,"21,4",Americana
8543,35,FACULDADE DE TECNOLOGIA DE AMERICANA,TêXTIL E MODA,3501608,Presencial,2020,84,11,8,6,0,"13,1","28,6","58,3","9,5","7,1",Americana
8544,35,FACULDADE DE TECNOLOGIA DE AMERICANA,TêXTIL E MODA,3501608,Presencial,2021,84,3,6,2,0,"3,6","35,7","60,7","7,1","2,4",Americana
8570,37,FACULDADE DE TECNOLOGIA DE JAHU,SISTEMAS NAVAIS,3525300,Presencial,2017,78,62,0,16,0,"79,5",0,"20,5",0,"20,5",Jaú
8571,37,FACULDADE DE TECNOLOGIA DE JAHU,SISTEMAS NAVAIS,3525300,Presencial,2018,78,52,1,9,0,"66,7","1,3","32,1","1,3","11,5",Jaú
8572,37,FACULDADE DE TECNOLOGIA DE JAHU,SISTEMAS NAVAIS,3525300,Presencial,2019,78,25,11,16,0,"32,1","15,4","52,6","14,1","20,5",Jaú
8573,37,FACULDADE DE TECNOLOGIA DE JAHU,SISTEMAS NAVAIS,3525300,Presencial,2020,78,12,9,4,0,"15,4","26,9","57,7","11,5","5,1",Jaú
8574,37,FACULDADE DE TECNOLOGIA DE JAHU,SISTEMAS NAVAIS,3525300,Presencial,2021,78,5,3,4,0,"6,4","30,8","62,8","3,8","5,1",Jaú
8575,37,FACULDADE DE TECNOLOGIA DE JAHU,CONSTRUÇÃO NAVAL,3525300,Presencial,2017,64,64,0,0,0,100,0,0,0,0,Jaú
8576,37,FACULDADE DE TECNOLOGIA DE JAHU,CONSTRUÇÃO NAVAL,3525300,Presencial,2018,64,58,0,6,0,"90,6",0,"9,4",0,"9,4",Jaú
8577,37,FACULDADE DE TECNOLOGIA DE JAHU,CONSTRUÇÃO NAVAL,3525300,Presencial,2019,64,32,10,16,0,50,"15,6","34,4","15,6",25,Jaú
8578,37,FACULDADE DE TECNOLOGIA DE JAHU,CONSTRUÇÃO NAVAL,3525300,Presencial,2020,64,15,8,9,0,"23,4","28,1","48,4","12,5","14,1",Jaú
8579,37,FACULDADE DE TECNOLOGIA DE JAHU,CONSTRUÇÃO NAVAL,3525300,Presencial,2021,64,8,2,5,0,"12,5","31,3","56,3","3,1","7,8",Jaú
8595,37,FACULDADE DE TECNOLOGIA DE JAHU,MEIO AMBIENTE E RECURSOS HÍDRICOS,3525300,Presencial,2017,73,59,0,14,0,"80,8",0,"19,2",0,"19,2",Jaú
8596,37,FACULDADE DE TECNOLOGIA DE JAHU,MEIO AMBIENTE E RECURSOS HÍDRICOS,3525300,Presencial,2018,73,54,1,4,0,74,"1,4","24,7","1,4","5,5",Jaú
8597,37,FACULDADE DE TECNOLOGIA DE JAHU,MEIO AMBIENTE E RECURSOS HÍDRICOS,3525300,Presencial,2019,73,26,12,16,0,"35,6","17,8","46,6","16,4","21,9",Jaú
8598,37,FACULDADE DE TECNOLOGIA DE JAHU,MEIO AMBIENTE E RECURSOS HÍDRICOS,3525300,Presencial,2020,73,10,12,4,0,"13,7","34,2","52,1","16,4","5,5",Jaú
8599,37,FACULDADE DE TECNOLOGIA DE JAHU,MEIO AMBIENTE E RECURSOS HÍDRICOS,3525300,Presencial,2021,73,6,2,2,0,"8,2",37,"54,8","2,7","2,7",Jaú
10680,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2017,66,62,0,4,0,"93,9",0,"6,1",0,"6,1",Campinas
10681,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2018,66,60,0,2,0,"90,9",0,"9,1",0,3,Campinas
10682,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2019,66,58,0,2,0,"87,9",0,"12,1",0,3,Campinas
10683,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2020,66,53,2,3,0,"80,3",3,"16,7",3,"4,5",Campinas
10684,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2021,66,44,8,1,0,"66,7","15,2","18,2","12,1","1,5",Campinas
10685,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA MECÂNICA,3509502,Presencial,2017,149,145,2,2,0,"97,3","1,3","1,3","1,3","1,3",Campinas
10686,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA MECÂNICA,3509502,Presencial,2018,149,142,0,3,0,"95,3","1,3","3,4",0,2,Campinas
10687,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA MECÂNICA,3509502,Presencial,2019,149,135,1,6,0,"90,6",2,"7,4","0,7",4,Campinas
10688,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA MECÂNICA,3509502,Presencial,2020,149,133,0,2,0,"89,3",2,"8,7",0,"1,3",Campinas
10689,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA MECÂNICA,3509502,Presencial,2021,149,120,12,1,0,"80,5","10,1","9,4","8,1","0,7",Campinas
10690,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2017,79,76,0,3,0,"96,2",0,"3,8",0,"3,8",Campinas
10691,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2018,79,74,0,2,0,"93,7",0,"6,3",0,"2,5",Campinas
10692,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2019,79,71,0,3,0,"89,9",0,"10,1",0,"3,8",Campinas
10693,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2020,79,70,1,0,0,"88,6","1,3","10,1","1,3",0,Campinas
10694,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2021,79,60,9,1,0,"75,9","12,7","11,4","11,4","1,3",Campinas
10695,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2017,105,91,0,14,0,"86,7",0,"13,3",0,"13,3",Campinas
10696,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2018,105,83,0,8,0,79,0,21,0,"7,6",Campinas
10697,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2019,105,79,0,4,0,"75,2",0,"24,8",0,"3,8",Campinas
10698,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2020,105,78,1,0,0,"74,3",1,"24,8",1,0,Campinas
10699,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2021,105,59,18,1,0,"56,2","18,1","25,7","17,1",1,Campinas
10700,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2017,82,79,0,3,0,"96,3",0,"3,7",0,"3,7",Campinas
10701,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2018,82,77,0,2,0,"93,9",0,"6,1",0,"2,4",Campinas
10702,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2019,82,73,0,4,0,89,0,11,0,"4,9",Campinas
10703,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2020,82,73,0,0,0,89,0,11,0,0,Campinas
10704,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2021,82,65,5,3,0,"79,3","6,1","14,6","6,1","3,7",Campinas
10745,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE COMPUTAÇÃO,3509502,Presencial,2017,103,101,0,2,0,"98,1",0,"1,9",0,"1,9",Campinas
10746,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE COMPUTAÇÃO,3509502,Presencial,2018,103,92,1,8,0,"89,3",1,"9,7",1,"7,8",Campinas
10747,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE COMPUTAÇÃO,3509502,Presencial,2019,103,86,3,3,0,"83,5","3,9","12,6","2,9","2,9",Campinas
10748,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE COMPUTAÇÃO,3509502,Presencial,2020,103,83,1,2,0,"80,6","4,9","14,6",1,"1,9",Campinas
10749,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE COMPUTAÇÃO,3509502,Presencial,2021,103,66,14,3,0,"64,1","18,4","17,5","13,6","2,9",Campinas
10765,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2017,47,42,2,3,0,"89,4","4,3","6,4","4,3","6,4",Campinas
10766,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2018,47,36,4,2,0,"76,6","12,8","10,6","8,5","4,3",Campinas
10767,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2019,47,31,5,0,0,66,"23,4","10,6","10,6",0,Campinas
10768,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2020,47,31,0,0,0,66,"23,4","10,6",0,0,Campinas
10769,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE ALIMENTOS,3509502,Presencial,2021,47,30,1,0,0,"63,8","25,5","10,6","2,1",0,Campinas
10770,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2017,38,37,0,1,0,"97,4",0,"2,6",0,"2,6",Campinas
10771,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2018,38,34,1,2,0,"89,5","2,6","7,9","2,6","5,3",Campinas
10772,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2019,38,33,0,1,0,"86,8","2,6","10,5",0,"2,6",Campinas
10773,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2020,38,29,1,3,0,"76,3","5,3","18,4","2,6","7,9",Campinas
10774,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA ELÉTRICA,3509502,Presencial,2021,38,29,0,0,0,"76,3","5,3","18,4",0,0,Campinas
10780,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2017,44,44,0,0,0,100,0,0,0,0,Campinas
10781,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2018,44,42,0,2,0,"95,5",0,"4,5",0,"4,5",Campinas
10782,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2019,44,40,0,2,0,"90,9",0,"9,1",0,"4,5",Campinas
10783,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2020,44,39,0,1,0,"88,6",0,"11,4",0,"2,3",Campinas
10784,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA QUÍMICA,3509502,Presencial,2021,44,38,1,0,0,"86,4","2,3","11,4","2,3",0,Campinas
10790,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2017,59,56,0,3,0,"94,9",0,"5,1",0,"5,1",Campinas
10791,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2018,59,54,0,2,0,"91,5",0,"8,5",0,"3,4",Campinas
10792,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2019,59,52,0,2,0,"88,1",0,"11,9",0,"3,4",Campinas
10793,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2020,59,52,0,0,0,"88,1",0,"11,9",0,0,Campinas
10794,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2021,59,49,1,2,0,"83,1","1,7","15,3","1,7","3,4",Campinas
10805,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ARQUITETURA E URBANISMO,3509502,Presencial,2017,35,33,1,1,0,"94,3","2,9","2,9","2,9","2,9",Campinas
10806,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ARQUITETURA E URBANISMO,3509502,Presencial,2018,35,32,0,1,0,"91,4","2,9","5,7",0,"2,9",Campinas
10807,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ARQUITETURA E URBANISMO,3509502,Presencial,2019,35,32,0,0,0,"91,4","2,9","5,7",0,0,Campinas
10808,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ARQUITETURA E URBANISMO,3509502,Presencial,2020,35,32,0,0,0,"91,4","2,9","5,7",0,0,Campinas
10809,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ARQUITETURA E URBANISMO,3509502,Presencial,2021,35,31,1,0,0,"88,6","5,7","5,7","2,9",0,Campinas
10950,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,TECNOLOGIA EM CONTROLE AMBIENTAL,3526902,Presencial,2017,6,5,0,1,0,"83,3",0,"16,7",0,"16,7",Limeira
10951,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,TECNOLOGIA EM CONTROLE AMBIENTAL,3526902,Presencial,2018,6,5,0,0,0,"83,3",0,"16,7",0,0,Limeira
10952,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,TECNOLOGIA EM CONTROLE AMBIENTAL,3526902,Presencial,2019,6,1,1,3,0,"16,7","16,7","66,7","16,7",50,Limeira
10953,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,TECNOLOGIA EM CONTROLE AMBIENTAL,3526902,Presencial,2020,6,1,0,0,0,"16,7","16,7","66,7",0,0,Limeira
10954,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,TECNOLOGIA EM CONTROLE AMBIENTAL,3526902,Presencial,2021,6,0,0,1,0,0,"16,7","83,3",0,"16,7",Limeira
11005,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE MANUFATURA,3526902,Presencial,2017,64,60,0,4,0,"93,8",0,"6,3",0,"6,3",Limeira
11006,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE MANUFATURA,3526902,Presencial,2018,64,56,0,4,0,"87,5",0,"12,5",0,"6,3",Limeira
11007,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE MANUFATURA,3526902,Presencial,2019,64,49,0,7,0,"76,6",0,"23,4",0,"10,9",Limeira
11008,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE MANUFATURA,3526902,Presencial,2020,64,46,0,3,0,"71,9",0,"28,1",0,"4,7",Limeira
11009,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE MANUFATURA,3526902,Presencial,2021,64,38,8,0,0,"59,4","12,5","28,1","12,5",0,Limeira
11010,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2017,69,66,1,2,0,"95,7","1,4","2,9","1,4","2,9",Limeira
11011,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2018,69,63,0,3,0,"91,3","1,4","7,2",0,"4,3",Limeira
11012,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2019,69,59,2,2,0,"85,5","4,3","10,1","2,9","2,9",Limeira
11013,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2020,69,58,1,0,0,"84,1","5,8","10,1","1,4",0,Limeira
11014,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,ENGENHARIA DE PRODUÇÃO,3526902,Presencial,2021,69,45,13,0,0,"65,2","24,6","10,1","18,8",0,Limeira
11030,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,CONSTRUÇÃO DE EDIFÍCIOS,3526902,Presencial,2017,22,16,0,6,0,"72,7",0,"27,3",0,"27,3",Limeira
11031,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,CONSTRUÇÃO DE EDIFÍCIOS,3526902,Presencial,2018,22,10,3,3,0,"45,5","13,6","40,9","13,6","13,6",Limeira
11032,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,CONSTRUÇÃO DE EDIFÍCIOS,3526902,Presencial,2019,22,7,0,3,0,"31,8","13,6","54,5",0,"13,6",Limeira
