,id,Nome da Instituicao,Nome do Curso de Graduacao,Codigo do Município do Curso,Modalidade de Ensino,Ano de Referencia,Quantidade de Ingressantes no Curso,Quantidade de Permanencia no Curso no ano de referencia,Quantidade de Concluintes no Curso no ano de referencia,Quantidade de Desistencia no Curso no ano de referencia,Quantidade de Falecimentos no Curso no ano de referencia,Taxa de Permanencia – TAP,Taxa de Conclusao Acumulada - TCA,Taxa de Desistencia Acumulada - TDA,Taxa de Conclusao Anual - TCAN,Taxa de Desistencia Anual - TADA,Nome do Município
120148,2774,Centro Universitário UNIFAFIBE,ENGENHARIA DE PRODUÇÃO,3506102,Presencial,2020,68,28,0,2,0,"41,2","1,5","57,4",0,"2,9",Bebedouro
120149,2774,Centro Universitário UNIFAFIBE,ENGENHARIA DE PRODUÇÃO,3506102,Presencial,2021,68,5,19,4,0,"7,4","29,4","63,2","27,9","5,9",Bebedouro
120150,2774,Centro Universitário UNIFAFIBE,ENGENHARIA ELÉTRICA,3506102,Presencial,2017,47,34,0,13,0,"72,3",0,"27,7",0,"27,7",Bebedouro
120151,2774,Centro Universitário UNIFAFIBE,ENGENHARIA ELÉTRICA,3506102,Presencial,2018,47,18,0,16,0,"38,3",0,"61,7",0,34,Bebedouro
120152,2774,Centro Universitário UNIFAFIBE,ENGENHARIA ELÉTRICA,3506102,Presencial,2019,47,14,0,4,0,"29,8",0,"70,2",0,"8,5",Bebedouro
120153,2774,Centro Universitário UNIFAFIBE,ENGENHARIA ELÉTRICA,3506102,Presencial,2020,47,14,0,0,0,"29,8",0,"70,2",0,0,Bebedouro
120154,2774,Centro Universitário UNIFAFIBE,ENGENHARIA ELÉTRICA,3506102,Presencial,2021,47,3,9,2,0,"6,4","19,1","74,5","19,1","4,3",Bebedouro
123775,3169,Faculdade METROCAMP,ENGENHARIA CIVIL,3509502,Presencial,2017,18,18,0,0,0,100,0,0,0,0,Campinas
123776,3169,Faculdade METROCAMP,ENGENHARIA CIVIL,3509502,Presencial,2018,18,0,0,18,0,0,0,100,0,100,Campinas
123777,3169,Faculdade METROCAMP,ENGENHARIA CIVIL,3509502,Presencial,2019,18,0,0,0,0,0,0,100,0,0,Campinas
123778,3169,Faculdade METROCAMP,ENGENHARIA CIVIL,3509502,Presencial,2020,18,0,0,0,0,0,0,100,0,0,Campinas
123779,3169,Faculdade METROCAMP,ENGENHARIA CIVIL,3509502,Presencial,2021,18,0,0,0,0,0,0,100,0,0,Campinas
125305,3294,CENTRO UNIVERSITÁRIO FAVENI,MECATRÔNICA INDUSTRIAL,3518800,Presencial,2017,53,43,5,5,0,"81,1","9,4","9,4","9,4","9,4",Guarulhos
125306,3294,CENTRO UNIVERSITÁRIO FAVENI,MECATRÔNICA INDUSTRIAL,3518800,Presencial,2018,53,34,4,5,0,"64,2",17,"18,9","7,5","9,4",Guarulhos
125307,3294,CENTRO UNIVERSITÁRIO FAVENI,MECATRÔNICA INDUSTRIAL,3518800,Presencial,2019,53,0,8,26,0,0,"32,1","67,9","15,1","49,1",Guarulhos
125308,3294,CENTRO UNIVERSITÁRIO FAVENI,MECATRÔNICA INDUSTRIAL,3518800,Presencial,2020,53,0,0,0,0,0,"32,1","67,9",0,0,Guarulhos
125309,3294,CENTRO UNIVERSITÁRIO FAVENI,MECATRÔNICA INDUSTRIAL,3518800,Presencial,2021,53,0,0,0,0,0,"32,1","67,9",0,0,Guarulhos
125310,3294,CENTRO UNIVERSITÁRIO FAVENI,ELETRÔNICA INDUSTRIAL,3518800,Presencial,2017,18,11,4,3,0,"61,1","22,2","16,7","22,2","16,7",Guarulhos
125311,3294,CENTRO UNIVERSITÁRIO FAVENI,ELETRÔNICA INDUSTRIAL,3518800,Presencial,2018,18,10,0,1,0,"55,6","22,2","22,2",0,"5,6",Guarulhos
125312,3294,CENTRO UNIVERSITÁRIO FAVENI,ELETRÔNICA INDUSTRIAL,3518800,Presencial,2019,18,0,0,10,0,0,"22,2","77,8",0,"55,6",Guarulhos
125313,3294,CENTRO UNIVERSITÁRIO FAVENI,ELETRÔNICA INDUSTRIAL,3518800,Presencial,2020,18,0,0,0,0,0,"22,2","77,8",0,0,Guarulhos
125314,3294,CENTRO UNIVERSITÁRIO FAVENI,ELETRÔNICA INDUSTRIAL,3518800,Presencial,2021,18,0,0,0,0,0,"22,2","77,8",0,0,Guarulhos
125315,3294,CENTRO UNIVERSITÁRIO FAVENI,MANUTENÇÃO INDUSTRIAL,3518800,Presencial,2017,20,13,4,3,0,65,20,15,20,15,Guarulhos
125316,3294,CENTRO UNIVERSITÁRIO FAVENI,MANUTENÇÃO INDUSTRIAL,3518800,Presencial,2018,20,13,0,0,0,65,20,15,0,0,Guarulhos
125317,3294,CENTRO UNIVERSITÁRIO FAVENI,MANUTENÇÃO INDUSTRIAL,3518800,Presencial,2019,20,0,4,9,0,0,40,60,20,45,Guarulhos
125318,3294,CENTRO UNIVERSITÁRIO FAVENI,MANUTENÇÃO INDUSTRIAL,3518800,Presencial,2020,20,0,0,0,0,0,40,60,0,0,Guarulhos
125319,3294,CENTRO UNIVERSITÁRIO FAVENI,MANUTENÇÃO INDUSTRIAL,3518800,Presencial,2021,20,0,0,0,0,0,40,60,0,0,Guarulhos
125325,3294,CENTRO UNIVERSITÁRIO FAVENI,CONSTRUÇÃO DE EDIFÍCIOS,3518800,Presencial,2017,24,14,1,9,0,"58,3","4,2","37,5","4,2","37,5",Guarulhos
125326,3294,CENTRO UNIVERSITÁRIO FAVENI,CONSTRUÇÃO DE EDIFÍCIOS,3518800,Presencial,2018,24,10,1,3,0,"41,7","8,3",50,"4,2","12,5",Guarulhos
125327,3294,CENTRO UNIVERSITÁRIO FAVENI,CONSTRUÇÃO DE EDIFÍCIOS,3518800,Presencial,2019,24,0,2,8,0,0,"16,7","83,3","8,3","33,3",Guarulhos
125328,3294,CENTRO UNIVERSITÁRIO FAVENI,CONSTRUÇÃO DE EDIFÍCIOS,3518800,Presencial,2020,24,0,0,0,0,0,"16,7","83,3",0,0,Guarulhos
125329,3294,CENTRO UNIVERSITÁRIO FAVENI,CONSTRUÇÃO DE EDIFÍCIOS,3518800,Presencial,2021,24,0,0,0,0,0,"16,7","83,3",0,0,Guarulhos
125330,3294,CENTRO UNIVERSITÁRIO FAVENI,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2017,93,8,0,85,0,"8,6",0,"91,4",0,"91,4",Guarulhos
125331,3294,CENTRO UNIVERSITÁRIO FAVENI,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2018,93,1,0,7,0,"1,1",0,"98,9",0,"7,5",Guarulhos
125332,3294,CENTRO UNIVERSITÁRIO FAVENI,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2019,93,0,0,1,0,0,0,100,0,"1,1",Guarulhos
125333,3294,CENTRO UNIVERSITÁRIO FAVENI,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2020,93,0,0,0,0,0,0,100,0,0,Guarulhos
125334,3294,CENTRO UNIVERSITÁRIO FAVENI,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2021,93,0,0,0,0,0,0,100,0,0,Guarulhos
125500,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE ALIMENTOS,3548708,Presencial,2017,83,72,0,11,0,"86,7",0,"13,3",0,"13,3",São Bernardo do Campo
125501,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE ALIMENTOS,3548708,Presencial,2018,83,63,0,9,0,"75,9",0,"24,1",0,"10,8",São Bernardo do Campo
125502,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE ALIMENTOS,3548708,Presencial,2019,83,61,0,2,0,"73,5",0,"26,5",0,"2,4",São Bernardo do Campo
125503,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE ALIMENTOS,3548708,Presencial,2020,83,61,0,0,0,"73,5",0,"26,5",0,0,São Bernardo do Campo
125504,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE ALIMENTOS,3548708,Presencial,2021,83,42,18,1,0,"50,6","21,7","27,7","21,7","1,2",São Bernardo do Campo
125505,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3548708,Presencial,2017,87,82,0,5,0,"94,3",0,"5,7",0,"5,7",São Bernardo do Campo
125506,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3548708,Presencial,2018,87,75,0,7,0,"86,2",0,"13,8",0,8,São Bernardo do Campo
125507,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3548708,Presencial,2019,87,69,0,6,0,"79,3",0,"20,7",0,"6,9",São Bernardo do Campo
125508,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3548708,Presencial,2020,87,67,0,2,0,77,0,23,0,"2,3",São Bernardo do Campo
125509,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3548708,Presencial,2021,87,43,23,1,0,"49,4","26,4","24,1","26,4","1,1",São Bernardo do Campo
125510,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE COMPUTAÇÃO,3548708,Presencial,2017,82,72,0,10,0,"87,8",0,"12,2",0,"12,2",São Bernardo do Campo
125511,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE COMPUTAÇÃO,3548708,Presencial,2018,82,68,0,4,0,"82,9",0,"17,1",0,"4,9",São Bernardo do Campo
125512,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE COMPUTAÇÃO,3548708,Presencial,2019,82,60,0,8,0,"73,2",0,"26,8",0,"9,8",São Bernardo do Campo
125513,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE COMPUTAÇÃO,3548708,Presencial,2020,82,60,0,0,0,"73,2",0,"26,8",0,0,São Bernardo do Campo
125514,3308,FACULDADE ENGENHEIRO SALVADOR ARENA,ENGENHARIA DE COMPUTAÇÃO,3548708,Presencial,2021,82,34,26,0,0,"41,5","31,7","26,8","31,7",0,São Bernardo do Campo
127260,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2017,5,5,0,0,0,100,0,0,0,0,Campinas
127261,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2018,5,0,2,3,0,0,40,60,40,60,Campinas
127262,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2019,5,0,0,0,0,0,40,60,0,0,Campinas
127263,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2020,5,0,0,0,0,0,40,60,0,0,Campinas
127264,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3509502,Presencial,2021,5,0,0,0,0,0,40,60,0,0,Campinas
127275,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2017,27,27,0,0,0,100,0,0,0,0,Campinas
127276,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2018,27,16,0,11,0,"59,3",0,"40,7",0,"40,7",Campinas
127277,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2019,27,9,0,7,0,"33,3",0,"66,7",0,"25,9",Campinas
127278,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2020,27,5,2,2,0,"18,5","7,4","74,1","7,4","7,4",Campinas
127279,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA CIVIL,3509502,Presencial,2021,27,1,3,1,0,"3,7","18,5","77,8","11,1","3,7",Campinas
127280,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA AMBIENTAL E SANITÁRIA,3509502,Presencial,2017,5,5,0,0,0,100,0,0,0,0,Campinas
127281,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA AMBIENTAL E SANITÁRIA,3509502,Presencial,2018,5,2,3,0,0,40,60,0,60,0,Campinas
127282,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA AMBIENTAL E SANITÁRIA,3509502,Presencial,2019,5,0,2,0,0,0,100,0,40,0,Campinas
127283,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA AMBIENTAL E SANITÁRIA,3509502,Presencial,2020,5,0,0,0,0,0,100,0,0,0,Campinas
127284,3456,FACULDADE POLITÉCNICA DE CAMPINAS,ENGENHARIA AMBIENTAL E SANITÁRIA,3509502,Presencial,2021,5,0,0,0,0,0,100,0,0,0,Campinas
127570,3529,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,ENGENHARIA DE PRODUÇÃO,3529005,Presencial,2017,47,44,0,3,0,"93,6",0,"6,4",0,"6,4",Marília
127571,3529,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,ENGENHARIA DE PRODUÇÃO,3529005,Presencial,2018,47,32,0,12,0,"68,1",0,"31,9",0,"25,5",Marília
127572,3529,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,ENGENHARIA DE PRODUÇÃO,3529005,Presencial,2019,47,30,0,2,0,"63,8",0,"36,2",0,"4,3",Marília
127573,3529,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,ENGENHARIA DE PRODUÇÃO,3529005,Presencial,2020,47,24,0,6,0,"51,1",0,"48,9",0,"12,8",Marília
127574,3529,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,ENGENHARIA DE PRODUÇÃO,3529005,Presencial,2021,47,4,18,2,0,"8,5","38,3","53,2","38,3","4,3",Marília
127905,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA ELÉTRICA,3518800,Presencial,2017,111,67,0,44,0,"60,4",0,"39,6",0,"39,6",Guarulhos
127906,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA ELÉTRICA,3518800,Presencial,2018,111,45,0,22,0,"40,5",0,"59,5",0,"19,8",Guarulhos
127907,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA ELÉTRICA,3518800,Presencial,2019,111,37,1,7,0,"33,3","0,9","65,8","0,9","6,3",Guarulhos
127908,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA ELÉTRICA,3518800,Presencial,2020,111,28,2,7,0,"25,2","2,7","72,1","1,8","6,3",Guarulhos
127909,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA ELÉTRICA,3518800,Presencial,2021,111,13,7,8,0,"11,7",9,"79,3","6,3","7,2",Guarulhos
127970,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2017,72,55,0,17,0,"76,4",0,"23,6",0,"23,6",Guarulhos
127971,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2018,72,38,0,17,0,"52,8",0,"47,2",0,"23,6",Guarulhos
127972,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2019,72,27,1,10,0,"37,5","1,4","61,1","1,4","13,9",Guarulhos
127973,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2020,72,17,2,8,0,"23,6","4,2","72,2","2,8","11,1",Guarulhos
127974,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE PRODUÇÃO,3518800,Presencial,2021,72,9,3,5,0,"12,5","8,3","79,2","4,2","6,9",Guarulhos
127975,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3518800,Presencial,2017,34,22,0,12,0,"64,7",0,"35,3",0,"35,3",Guarulhos
127976,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3518800,Presencial,2018,34,14,0,8,0,"41,2",0,"58,8",0,"23,5",Guarulhos
127977,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3518800,Presencial,2019,34,12,0,2,0,"35,3",0,"64,7",0,"5,9",Guarulhos
127978,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3518800,Presencial,2020,34,9,0,3,0,"26,5",0,"73,5",0,"8,8",Guarulhos
127979,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3518800,Presencial,2021,34,6,0,3,0,"17,6",0,"82,4",0,"8,8",Guarulhos
128000,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA CIVIL,3518800,Presencial,2017,179,119,0,60,0,"66,5",0,"33,5",0,"33,5",Guarulhos
128001,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA CIVIL,3518800,Presencial,2018,179,77,0,42,0,43,0,57,0,"23,5",Guarulhos
128002,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA CIVIL,3518800,Presencial,2019,179,56,1,20,0,"31,3","0,6","68,2","0,6","11,2",Guarulhos
128003,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA CIVIL,3518800,Presencial,2020,179,41,0,15,0,"22,9","0,6","76,5",0,"8,4",Guarulhos
128004,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA CIVIL,3518800,Presencial,2021,179,18,8,15,0,"10,1",5,"84,9","4,5","8,4",Guarulhos
128005,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA MECÂNICA,3518800,Presencial,2017,14,14,0,0,0,100,0,0,0,0,Guarulhos
128006,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA MECÂNICA,3518800,Presencial,2018,14,9,0,5,0,"64,3",0,"35,7",0,"35,7",Guarulhos
128007,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA MECÂNICA,3518800,Presencial,2019,14,9,0,0,0,"64,3",0,"35,7",0,0,Guarulhos
128008,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA MECÂNICA,3518800,Presencial,2020,14,5,0,4,0,"35,7",0,"64,3",0,"28,6",Guarulhos
128009,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA MECÂNICA,3518800,Presencial,2021,14,5,0,0,0,"35,7",0,"64,3",0,0,Guarulhos
128025,3603,FACULDADE ANHANGUERA DE GUARULHOS,ARQUITETURA E URBANISMO,3518800,Presencial,2017,98,59,0,39,0,"60,2",0,"39,8",0,"39,8",Guarulhos
128026,3603,FACULDADE ANHANGUERA DE GUARULHOS,ARQUITETURA E URBANISMO,3518800,Presencial,2018,98,43,0,16,0,"43,9",0,"56,1",0,"16,3",Guarulhos
128027,3603,FACULDADE ANHANGUERA DE GUARULHOS,ARQUITETURA E URBANISMO,3518800,Presencial,2019,98,36,0,7,0,"36,7",0,"63,3",0,"7,1",Guarulhos
128028,3603,FACULDADE ANHANGUERA DE GUARULHOS,ARQUITETURA E URBANISMO,3518800,Presencial,2020,98,28,0,8,0,"28,6",0,"71,4",0,"8,2",Guarulhos
128029,3603,FACULDADE ANHANGUERA DE GUARULHOS,ARQUITETURA E URBANISMO,3518800,Presencial,2021,98,16,2,10,0,"16,3",2,"81,6",2,"10,2",Guarulhos
128030,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA QUÍMICA,3518800,Presencial,2017,40,23,0,17,0,"57,5",0,"42,5",0,"42,5",Guarulhos
128031,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA QUÍMICA,3518800,Presencial,2018,40,14,0,9,0,35,0,65,0,"22,5",Guarulhos
128032,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA QUÍMICA,3518800,Presencial,2019,40,9,0,5,0,"22,5",0,"77,5",0,"12,5",Guarulhos
128033,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA QUÍMICA,3518800,Presencial,2020,40,7,0,2,0,"17,5",0,"82,5",0,5,Guarulhos
128034,3603,FACULDADE ANHANGUERA DE GUARULHOS,ENGENHARIA QUÍMICA,3518800,Presencial,2021,40,5,0,2,0,"12,5",0,"87,5",0,5,Guarulhos
128150,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA CIVIL,3556206,Presencial,2017,7,7,0,0,0,100,0,0,0,0,Valinhos
128151,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA CIVIL,3556206,Presencial,2018,7,6,0,1,0,"85,7",0,"14,3",0,"14,3",Valinhos
128152,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA CIVIL,3556206,Presencial,2019,7,4,0,2,0,"57,1",0,"42,9",0,"28,6",Valinhos
128153,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA CIVIL,3556206,Presencial,2020,7,3,0,1,0,"42,9",0,"57,1",0,"14,3",Valinhos
128154,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA CIVIL,3556206,Presencial,2021,7,1,0,2,0,"14,3",0,"85,7",0,"28,6",Valinhos
128155,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA DE PRODUÇÃO,3556206,Presencial,2017,64,44,0,20,0,"68,8",0,"31,3",0,"31,3",Valinhos
128156,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA DE PRODUÇÃO,3556206,Presencial,2018,64,37,0,7,0,"57,8",0,"42,2",0,"10,9",Valinhos
128157,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA DE PRODUÇÃO,3556206,Presencial,2019,64,28,0,9,0,"43,8",0,"56,3",0,"14,1",Valinhos
128158,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA DE PRODUÇÃO,3556206,Presencial,2020,64,17,0,11,0,"26,6",0,"73,4",0,"17,2",Valinhos
128159,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA DE PRODUÇÃO,3556206,Presencial,2021,64,11,0,6,0,"17,2",0,"82,8",0,"9,4",Valinhos
128160,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA MECÂNICA,3556206,Presencial,2017,5,5,0,0,0,100,0,0,0,0,Valinhos
128161,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA MECÂNICA,3556206,Presencial,2018,5,4,0,1,0,80,0,20,0,20,Valinhos
128162,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA MECÂNICA,3556206,Presencial,2019,5,4,0,0,0,80,0,20,0,0,Valinhos
128163,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA MECÂNICA,3556206,Presencial,2020,5,4,0,0,0,80,0,20,0,0,Valinhos
128164,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA MECÂNICA,3556206,Presencial,2021,5,0,0,4,0,0,0,100,0,80,Valinhos
128165,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA ELÉTRICA,3556206,Presencial,2017,5,5,0,0,0,100,0,0,0,0,Valinhos
128166,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA ELÉTRICA,3556206,Presencial,2018,5,4,0,1,0,80,0,20,0,20,Valinhos
128167,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA ELÉTRICA,3556206,Presencial,2019,5,3,0,1,0,60,0,40,0,20,Valinhos
128168,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA ELÉTRICA,3556206,Presencial,2020,5,3,0,0,0,60,0,40,0,0,Valinhos
128169,3612,FACULDADE ANHANGUERA DE VALINHOS,ENGENHARIA ELÉTRICA,3556206,Presencial,2021,5,0,0,3,0,0,0,100,0,60,Valinhos
128290,3618,FACULDADE LUSÓFONA DE SÃO PAULO,ENGENHARIA CIVIL,3513009,Presencial,2017,53,53,0,0,0,100,0,0,0,0,Cotia
128291,3618,FACULDADE LUSÓFONA DE SÃO PAULO,ENGENHARIA CIVIL,3513009,Presencial,2018,53,34,1,18,0,"64,2","1,9",34,"1,9",34,Cotia
128292,3618,FACULDADE LUSÓFONA DE SÃO PAULO,ENGENHARIA CIVIL,3513009,Presencial,2019,53,31,1,2,0,"58,5","3,8","37,7","1,9","3,8",Cotia
128293,3618,FACULDADE LUSÓFONA DE SÃO PAULO,ENGENHARIA CIVIL,3513009,Presencial,2020,53,31,0,0,0,"58,5","3,8","37,7",0,0,Cotia
128294,3618,FACULDADE LUSÓFONA DE SÃO PAULO,ENGENHARIA CIVIL,3513009,Presencial,2021,53,29,2,0,0,"54,7","7,5","37,7","3,8",0,Cotia
128335,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE ALIMENTOS,3505500,Presencial,2017,12,9,0,3,0,75,0,25,0,25,Barretos
128336,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE ALIMENTOS,3505500,Presencial,2018,12,9,0,0,0,75,0,25,0,0,Barretos
128337,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE ALIMENTOS,3505500,Presencial,2019,12,9,0,0,0,75,0,25,0,0,Barretos
128338,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE ALIMENTOS,3505500,Presencial,2020,12,7,1,1,0,"58,3","8,3","33,3","8,3","8,3",Barretos
128339,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA DE ALIMENTOS,3505500,Presencial,2021,12,4,3,0,0,"33,3","33,3","33,3",25,0,Barretos
128360,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA CIVIL,3505500,Presencial,2017,62,47,0,15,0,"75,8",0,"24,2",0,"24,2",Barretos
128361,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA CIVIL,3505500,Presencial,2018,62,40,0,7,0,"64,5",0,"35,5",0,"11,3",Barretos
128362,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA CIVIL,3505500,Presencial,2019,62,33,1,6,0,"53,2","1,6","45,2","1,6","9,7",Barretos
128363,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA CIVIL,3505500,Presencial,2020,62,31,1,1,0,50,"3,2","46,8","1,6","1,6",Barretos
128364,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA CIVIL,3505500,Presencial,2021,62,12,17,2,0,"19,4","30,6",50,"27,4","3,2",Barretos
128365,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,ENGENHARIA ELÉTRICA,3505500,Presencial,2017,24,14,4,6,0,"58,3","16,7",25,"16,7",25,Barretos
